title,company,salary,location,summary
Research Analyst - Loan Reference Data (Entry-Level),IHS Markit,,Manchester,"
Strong data analysis skills, ability to query and analyze large volumes of financial data.
The role also includes enhancing existing practices and alternatives…
"
Data Analyst,Wejo,,Manchester M2,"
Proven working experience as a data analyst for at least 3 years.
Cleansing the data received to identify and investigate and erroneous data collection.
"
newdata analyst,axonmoore,"£23,000 - £25,000 a year",Stockport,"
Proficient writing, data handling and communication skills.
Daily Revenue Reporting ensuring accurate data is sent in a timely manner and commentary on…
"
newBusiness Analyst,Restore Plc,"£18,000 - £24,000 a year",Manchester,"
Experience of data collation and trend analysis.
Analyse and interpret data to ensure a high level of accuracy.
Contract Type: Permanent - Full Time*.
"
Graduate Analyst,Agility Resourcing,"£21,000 - £25,000 a year",Manchester•Remote,"
Ability to investigate data, find trends, forecast performance, and provide insightful recommendations.
My client is a financial services organisation who have…
"
Junior Data Analyst,Alex James Digital,"£25,000 - £30,000 a year",Manchester•Temporarily Remote,"
You will be a data lover, having a passion for turning data into information, information into insight and insight into business direction.
"
Pricing Analyst,Swinton Insurance,,Manchester M3 7FB,"
As a problem solver, you will be developing customer propensity and Life Time Value (LTV) models, using the software Emblem & Radar to produce the different…
"
newRisk Modelling Analyst,NatWest Group,,Manchester,"
We’ll expect you to be qualified to degree level in a numerate discipline with experience in data driven analysis and statistical or mathematical modelling.
"
Risk Control / Process Improvement Business Analyst - Superb...,Pink Worm Recruitment,£500 - £600 a day,Manchester•Temporarily Remote,"
Risk Control / Process Improvement Business Change Analyst - Contract*.
As the Business Change Analyst you will be responsible for working across multiple areas…
"
Information Security Risk Analyst,cinch cars Ltd,"£27,000 - £35,000 a year",Manchester•Remote,"
You will also be responsible for conducting risk analysis, creating risk models and developing mitigation or resolution plans – this will involve elements of…
"
newData Analytics Architect,Manchester University NHS Foundation Trust,"£47,126 - £53,219 a year",Wythenshawe,"
Capturing data from disparate systems and ensuring its integrity will be a key challenge.
Big data and clinical intelligence are revolutionising healthcare,…
"
Business Assurance Analyst,BT,,Manchester,"
Experience in analysing and summarising data from different sources.
As our business assurance analyst, you will be making a real difference in identifying…
"
newResearch and Reporting Analyst,Department for Education,"£29,363 - £32,304 a year",Manchester,"
Experience of using Power BI for data visualisation.
You will work with colleagues across the department to ensure that all data inputs are similarly robust and…
"
newSelf Bill Analyst / Credit Controller,Servoca Nursing and Care,"£25,000 - £28,000 a year",Manchester,"
Outstanding data analysis and data manipulation skills.
The company is now seeking a strong and versatile Credit Control / Self Bill analyst with a proven…
"
newData Analyst,Oscar Technology,"£35,000 - £35,001 a year",Manchester,"
Maximise the data they have, promote a ""data first"" culture within the team.
Use of different types of data and connection of different data sources.
"
Trainee Data Analyst,Platinum Financial Recruitment,"£24,000 - £26,000 a year",Manchester,"
Do you have a technical mindset & an analytical approach where data & analysis is your second language?
This is the ideal opportunity for you if you have 6-12…
"
Data & Analytics Analyst,Wavemaker,,Manchester,"
Grow the use of onsite analytics as a data source of performance reporting & insight.
Make use of available platforms and data to derive audience understanding…
"
newSystems Support and Data Analyst Apprenticeship,Warrington & Vale Royal College,"£18,080 - £20,299 a year",Warrington,"
The ideal candidate will have some experience with SQL and an understanding of data management systems and reporting.
Respond to ad hoc queries.
"
Data Analyst,InHealth,"£30,000 - £37,500 a year",Winsford North and East CW7 3RB•Temporarily Remote,"
Understanding of database systems, data models, data structures, and data quality metrics.
Support the validation of reference data and patient data load…
"
Data Analyst,Fullbrook,,Warrington,"
The Data Analyst will gather data across all business functions and will provide company founders with detailed data insights in order to increase profitability…
"
Customer Insight Analyst,Atlanta Group,,Manchester M3 7FB,"
Always proactive, you will support in progressing new data-driven opportunities in the areas of customer acquisition, upsell, cross-sell and retention.
"
Senior Data Protection Analyst,Lookers,,Altrincham•Remote,"
As a Senior Data Protection Analyst, you will play a pivotal role in supporting Lookers in protecting our customers and colleagues by ensuring data is processed…
"
Merchandising / Data Analyst Apprentice,APPRENTIFY,"£18,000 a year",Bury BL9 8RR,"
Understanding of data quality and master data management.
Apprenticeship standard Data analyst (Level 4).
Identify, analyse, and interpret trends or patterns in…
"
newFlexible Trading Analyst,Gazprom Marketing & Trading Ltd,,Manchester,"
Utilise data analytics to identify areas of gross margin generation.
Perform trade entry whilst maintaining a high standard of data accuracy.
"
Junior Data Analyst,Agility Resourcing,"£23,000 - £26,000 a year",Manchester•Temporarily Remote,"
Ability to investigate data, find trends, forecast performance and provide insightful recommendations.
My client is a global PLC organisation who have an…
"
Technical Data Analyst,N Brown,"£30,000 a year",Manchester M60,"
Maintain the data dictionary and take the lead on data change assessments.
Carry out data discovery, model data structures and map processes to reflect existing…
"
Business Data Analyst,TVS Supply Chain Solutions,,Chorley•Temporarily Remote,"
The data analyst and modelling will be of a quality that will support the production of solutions that add value to potential customers.
"
newRisk and Controls Analyst,Gibbs Hybrid,£475 - £530 a day,Manchester•Remote,"
My banking client based in Manchester requires a Risk and Controls professional to join on an initial 6 months contract paying up to £530/day (via umbrella/PAYE…
"
Reporting Analyst,McCurrach,"£21,000 - £25,000 a year",Manchester M1•Remote,"
Delivering bespoke client reports - ensuring high level of data accuracy and bringing reports to life.
Preparing and uploading questionnaires and briefs for…
"
Business Analyst - Flights,On the Beach,,Manchester•Temporarily Remote,"
These are normally in the format of user stories but can also include business and data flow diagrams.
On the Beach sends over 1.5 million people on their…
"
Business Analyst,CGA Strategy Ltd,"£25,000 - £30,000 a year",Stockport,"
Good knowledge of analyst frameworks, business processes and business requirements methodologies.
Its mission is to use phenomenal data and expert insights to…
"
Business Analyst,CGA Strategy Ltd,"£25,000 - £30,000 a year",Stockport,"
Good knowledge of analyst frameworks, business processes and business requirements methodologies.
Salary: **£**25,000 to £**30,000 (FTE) per annum** based on…
"
Graduate Business Intelligence Consultant,FDM Group,,Manchester•Remote,"
As an FDM Business Intelligence Analyst you will use your investigative and problem-solving skills to analyse data and uncover trends that deliver actionable…
"
MI Analyst,GXO Logistics,"£41,000 a year",Manchester•Remote,"
Use of SQL to extract/data mine.
Ability to manipulate data using SQL (ETL).
Analyse complex data from multiple sources and create meaningful analysis.
"
newBusiness Analyst,Restore,"£18,000 - £24,000 a year",Manchester,"
Experience of data collation and trend analysis.
Analyse and interpret data to ensure a high level of accuracy.
Contract Type: Permanent - Full Time*.
"
Business Analyst (Ref: PR2052),Projentum,"£50,000 a year",Manchester•Remote,"
You will be an experienced business analyst with an in-depth understanding of business and process analysis and previous exposure to both Agile and Waterfall…
"
newJunior Reporting Analyst,Vape Dinner Lady,,Blackburn BB1 2EH,"
This role will require a strong candidate to understand, analyze and report on the financial position of the business mainly relating to carriage and other in…
"
BI Analyst,Capita,,Manchester•Temporarily Remote,"
Maintaining high standards of data quality and integrity within the BI Reporting database.
Using data mining and analysis to instigate process improvements and…
"
Senior Collections Analyst – Credit Risk,Barclays,,Manchester M1 3BN,"
Responsibility for investigating unexpected changes in performance, highlighting trends and driving corrective actions, through the use of data.
"
Technical Data Analyst,Centrica,,Stockport SK1 2GT,"
Knowledge of typical data platform uses and activities including data quality, decisioning, analytics etc.
As Technical Data Analyst you will undertake a range…
"
Business Change Analyst (Ref: PR2033),Projentum,"£50,000 a year",Manchester,"
My client is in the early stages of an exciting transformational journey and they wish to engage a high calibre BA who can play a key role in the delivery…
"
Data Protection Analyst,THG,,Manchester,"
Champion data mapping and business analyst best practices.
Map personal data work flow across THG departments and platforms, from multiple data sources.
"
Credit Risk Support Analyst,FIS Global,,Manchester M3,"
Ensuring that files are assigned to the correct analyst for review.
Experienced (relevant combo of work and education).
"
"newHR Analyst, ATS PxT",Amazon UK Services Ltd.,,Manchester,"
Complete ad hoc data retrieval and analysis using relational databases, Excel and other data management systems.
5+ years’ work experience in relevant field.
"
newProduct Pricing Analyst,New Balance,,Warrington,"
Perform complex analyses by leveraging large data sets from multiple systems to provide actionable insights that support Merchandising & Planning teams in…
"
Supply Chain Analyst,Chiesi,,Manchester,"
Strong computer literacy skills using Excel to carry out regular data analysis and KPI reporting.
Excellent MS office skills including Pivot tables and Look Ups…
"
Supply Chain Analyst,Chiesi,,Manchester,"
Strong computer literacy skills using Excel to carry out regular data analysis and KPI reporting.
Excellent MS office skills including Pivot tables and Look Ups…
"
newPlanning Analyst,JD,,Rochdale OL16 4FW,"
Collect and analyse large amounts of data from multiple data sources and concatenate into a logical reporting framework.
"
"Analyst, Immigration, Global Employer Services, Tax & Legal,...",Deloitte,,Manchester,"
Be experienced and/or a desire to work with data and analysis of the data;
Experience or knowledge of utilising technology to enhance customer experience, drive…
"
Specialist Business Intelligence Analyst,St Helens and Knowsley Teaching Hospitals NHS...,"£40,057 - £45,839 a year",St Helens WA10 3HG,"
This will involve running data quality checks and producing new data quality reports.
This role will be responsible for managing data extraction, data provision…
"
Business Analyst,Lookers,,Altrincham,"
Able to assimilate data from various sources and to design, construct and execute complex analyses that support in solving business problems.
"
Data Analyst Apprentice,QA Apprenticeships,"£8,944 - £18,533 a year",Salford M50 1RD,"
Able to work with data, analyse data and interpret user requirements.
Support with the database and complete data analysis.
"
Data & Distribution Analyst,Marlborough Fund Managers Ltd,,Bolton BL1 4QP,"
Complete general data administrative tasks.
Experience of working in a data team.
Supply data vendors with prompt, accurate information.
"
Senior Data Governance Analyst,Wejo,,Manchester M3,"
Assess data quality, define data quality measures and targets and improve the overall handling of data.
Experience in data quality management.
"
Senior Business Analyst,Thoughtworks,,Manchester,"
You could influence the digital strategy of a retail giant, build a bold new mobile application for a bank or redesign platforms using event sourcing and…
"
Credit Analyst,WEX Europe Services Ltd,"£22,000 a year",Manchester M2,"
Strong admin skills – capturing and recording data, data reconciliation - Advanced Excel Skills.
Proactive monitoring through control reports and data analysis.
"
BI Developer,KPMG,,Manchester,"
Working in project teams to develop data analytics solutions for client, and data-driven technology assets.
Knowledge of data warehouse architecture and ETL/ELT…
"
BI Consulting Engineer,Crimson Macaw,,Manchester M2,"
Python or similar languages for data processing.
Experience working in cloud environments, preferably also with cloud data warehouse solutions.
"
Senior Solutions Analyst – Manchester,TalentPool,"£35,000 a year",Manchester M5 3EQ,"
Excellent written and verbal communication skills.
Experience in an e-commerce / analytical environment.
Troubleshooting and problem-solving skills.
"
Junior Business Analyst,Dentsu Aegis Network,,Salford,"
Experience/working knowledge in supporting media and data platforms.
The junior business analyst role will be responsible for onboarding clients into the Media…
"
newSystems Analyst,Marlowe Fire & Security,"£30,000 a year",Manchester•Remote,"
Introducing processes to provide a secure environment of CASH in relation to user accounts, permission levels, data access etc. and ensuring user data is up to…
"
Data Analyst (13592),Utility People,"£35,000 a year",Manchester,"
Experienced in data analysis ideally validation of data.
Use Excel tools to collect and calculate data.
Retrieval and collation of data from multiple sources -…
"
Database Analyst,Sandal BMW,"£24,000 a year",Huddersfield HD1 6NN,"
Database management/analyst: 2 years (required).
The ideal candidate will have previous data management experience, as well as being fully conversant with GDPR …
"
newBusiness Insight Analyst,IESA,,Warrington,"
Present data and build data models in a logical and comprehensive fashion with DAX aggregation.
Analysing complex datasets and cleansing the data.
"
Senior Data and Insight Analyst,Travel Counsellors,,Manchester M41 7HA,"
Understanding of the regulatory environment and the need for data to comply with GDPR.
Advanced user of SQL for data manipulation, experience of Python would be…
"
Specialist Information Analyst,St Helens and Knowsley Teaching Hospitals NHS...,"£40,057 - £45,839 a year",St Helens WA10 3TP,"
Utilise traditional data and wider resources including published literature, reports and locally held data sets to provide bespoke analysis and insight in…
"
Treasury Analyst,Safeguard Global,,Sandbach•Remote,"
As the Global Treasury Analyst, you will support the Treasury Manager in all aspects of the function taking responsibility for key areas of the process.
"
Management Information and Data Analytics,RSD Recruitment LTD,"£32,000 - £38,000 a year",Chadderton•Remote,"
Assist the Finance Business Partner for Sales with data requests and analysis.
Assist the Finance Business Partner for Operations with data requests and…
"
newSenior Information Analyst - Quality,Calderdale and Huddersfield NHS Foundation Trust,"£25,655 - £31,534 a year",Elland HX5 9JP,"
To ensure the timeliness, accuracy and completeness of analytical information support and performance dashboards are populated and data assured for the monthly…
"
Business Analyst with Data Protection and Banking Systems –...,Nexus Recruitment,£400 - £450 a day,Manchester,"
Business Analyst with Data Protection and Banking Systems – Manchester.
We are looking to recruit a Business Analyst with at least 5 years experience with full…
"
FLEXIBLE TRADING ANALYST,Gazprom,,Manchester,"
Utilise data analytics to identify areas of gross margin generation.
Perform trade entry whilst maintaining a high standard of data accuracy.
"
Data Analytics Engineer,Wejo,,Manchester M3,"
Proven working experience as a data analyst for at least 3 years.
Cleansing the data received to identify and investigate and erroneous data collection.
"
Graduate Data Analyst,Tagged Resources,,Manchester,"
Undertake analysis to identify anomalies within data and work to maintain data quality.
Effectively evaluate and analyse data to support the business.
"
Senior BI Analyst,Metrica Recruitment,"£60,000 - £70,000 a year",England,"
SQL experience of querying data and building data pipelines.
Extensive data visualisation experience with Tableau.
Strong communication and presentation skills.
"
Data Analyst Apprentice,Baltic Apprenticeships,"£22,000 a year",Stockport SK1 3SW+1 location,"
How do they extract data then put it into a structure that’s consumable.
Programme: Data Analyst - Level 4.
Data Analysis – taking info that’s provided, putting…
"
newDigital Business Analyst,United Utilities,"£37,031 a year",Warrington,"
Develop, creates and updates critical project documentation for the impacted business areas so that the business can understand the impact to their people,…
"
newSystems Integration Analyst,Marlowe Fire & Security,"£35,000 a year",Manchester•Remote,"
Support in extracting data from acquired businesses and aid in the transition of that data from the current system to Cash, Sage etc.
Who we’re looking for.
"
BI Analyst,Kleen - Tex Industries Ltd,"From £28,000 a year",Warrington WA3 6BA,"
Experience in large datasets; data manipulation; data modelling, analysing and visualising data.
Direct experience of working with an ERP system with skills in…
"
Systems Change Analyst,Urbanbubble,"£25,000 - £31,000 a year",Manchester,"
Previous experience in data analysis, systems configuration and support.
Provide data management, ensuring data configuration is organised and protected under…
"
Insights Analyst,Axa,,Bolton BL6 4SD,"
We are driving an internal culture that uses data and data models to optimise decision making to ensure AXA is ahead of the competition in terms of efficiency,…
"
Senior Credit Risk Analyst,Evolution Money,"£40,000 - £48,000 a year",Manchester M1 3BE,"
Knowledge of Credit Reference Agency data and use in credit risk strategies.
Basic Salary - £40-48K dependant on experience.
Ad-hoc requirements from the board.
"
2022 Operations Campus Analyst Programme - EMEA,BNY Mellon,,Manchester,"
OCAP provides analysts with targeted on-the-job training designed to build knowledge, expertise and soft-skills to help grow a successful candidate into a…
"
Lead Financial Insights Analyst,Coop,"£35,000 - £42,000 a year",Manchester M60 0AG,"
Input data and assumptions / driver updates into the system for forecasts, budgets and strategic plans.
We’re looking for a lead financial insights analyst to…
"
Management Information Analyst,JD Sports Fashion PLC,,Bury BL9 8RR,"
Proven ability to manage volume data tasks and interpret data into insightful reports and associated outputs.
Involvement in regular team/department based tasks…
"
newCustomer Insight Analyst,Optionis,"£40,000 - £55,000 a year",Warrington WA1 1RU•Remote,"
Working with external agencies (eg: PPC) to ensure data integrity in all reporting.
Breaking down data into understandable insights which can be actionable…
"
Data Analyst – Modeller,BJSS,,Manchester,"
Thinking holistically and treating data as a business service.
Designing BI as centre of excellence for business data.
Preferably with Pandas or SQL.
"
Senior Data Analyst,N Brown,"£45,000 a year",Manchester M60,"
Undertaking comprehensive exploratory data analysis, building engaging visualisations, validated against available data and expert judgement.
"
newBusiness Analyst,Michael Page UK,"£48,000 a year",Greater Manchester,"
Strong analytic and problem solving skills; experience of using data to enable evidence-based decisions.
Hybrid working, likely 2 days per week on site.
"
Senior Sales Analyst,WEX Europe Services Ltd,"£50,000 a year",Manchester M2,"
Support bids and tenders, analysing data and providing insights.
Demonstrable experience IN using data to enable sales teams to achieve and exceed objectives.
"
Risk Analyst,Harnham,"£35,000 - £45,000 a year",Manchester,"
Build and run data extracts and simulation modelling.
£35,000-£45,000 + COMPETITIVE BENEFITS.
Analyse relevant population sizing and understand the commercial…
"
Data Analyst,Janes,,Manchester M2 4WU,"
Strong understanding of data modelling, algorithms, and data transformation techniques to work with data platforms.
Expert understanding of SCRUM methodology.
"
Data Analyst,Janes,,Manchester M2 4WU,"
Strong understanding of data modelling, algorithms, and data transformation techniques to work with data platforms.
HOW YOU WILL CONTRIBUTE AT JANES.
"
Cloud Data Analyst,Cloud Technology Solutions,,Manchester•Remote,"
Exposure to data modelling / data science methodologies is a bonus.
You will solve complex customer-facing challenges, helping diverse organisations to create…
"
newBusiness Analyst- IMImobile,Cisco Systems,,Macclesfield,"
Previous experience of in business analyst role required.
Working in the exciting, fast-paced health technology sector, we are looking for an experienced…
"
Operational Performance Analyst - Finance,DWF,,Manchester M3 3AA,"
Has held a finance role, either as an analyst or within a wider financial control or management accounts team.
Very strong Microsoft excel skills.
"
Cloud Data Analyst,CTS,,Manchester M2 3AW•Remote,"
Exposure to data modelling / data science methodologies is a bonus.
You will solve complex customer-facing challenges, helping diverse organisations to create…
"
Database Controller/Analyst,Sandal BMW,,Huddersfield,"
The ideal candidate will have previous data management experience, as well as being fully conversant with GDPR / Data Management legislation.
"
Risk Analyst,Barclays,,Knutsford WA16 9EU,"
Supporting the timely, accurate and clear advice based on evidence gathering and accurate data.
As a Barclays Risk Analyst you will be supporting the clear…
"
Group Business Analyst,Bauer Media Group,,Manchester,"
A business analyst is a problem solver who plays a critical role in defining and enabling business change.
Excellent written and presentation skills – ability…
"
SENIOR RISK CONTROL ANALYST,Gazprom,,Manchester,"
Contribute to the development of Key Risk Measures, including sourcing of data in a sustainable way.
We’re strengthening our foundations – placing data and…
"
Network Data Analysis and Intelligence Team Manager,Highways England,"£40,911 - £45,004 a year",Manchester,"
Inform the continuous development of relevant data sources, data storage/access and tools to support the business to achieve its intelligence-led objectives,…
"
newHR Technical Analyst,Aldi,"£47,100 a year",Bolton BL5 1EE•Remote,"
Experience working with high volume data.
Annual Pay Review preparation and data loading.
Coordination with NIT/Payroll on all data queries and updates.
"
005 10 BI – Technology Developer Radbroke,Barclays,,Knutsford WA16 9EU,"
Write scripts for data pulls and analysis.
Want to define The Next Reality?
Stand on the shoulders of the giants who’ve achieved some of the world’s biggest…
"
newSenior Insight Analyst,TalkTalk Plc,"£45,000 a year",Salford•Remote,"
Comprehensive knowledge, training and experience in data analysis, reporting and good awareness of data warehousing, physical and logical data modelling,…
"
newSenior Business Analyst,HILTI,,Manchester•Temporarily Remote,"
A focus and interest in data analytics, statistical modelling and financial performance are keys to this position.
What does the role involve?
"
Business Analyst/Product Owner,Dept Agency,"£30,000 - £40,000 a year",Manchester M1•Remote,"
We are a digital agency uniting creativity, technology and data.
Business Analyst / P**roduct Owner*.
For our Manchester office we are looking for a Business…
"
newC2C Portfolio Analyst - Assistant Manager - English,Genpact,,Manchester,"
Analyze information/data and take an active role in data analysis and interpretation.
Collaborate with the data mining teams, support initiatives and drive…
"
newForecast & Supply Chain Analyst,NJR Recruitment,"£35,000 - £45,000 a year",Tameside•Temporarily Remote,"
Stock holding profile by category reporting and analysis to provide accurate trend data.
Razor-sharp analytical skills and excellent MS Excel skills are…
"
newAnalyst,Recruitment Solutions NW,"£25,000 - £30,000 a year",Rochdale OL11 1RY,"
Salary; c £25,000 - £30,000 with superb benefits including - 25 days hols / pension / staff bonus and discount /staff restaurant and more!!
"
HRIS Analyst (Workday),Cloud Imperium Games,,Manchester•Temporarily Remote,"
Conducts data analysis on HR data such as compensation, classification, employment, employee relations, and/or benefits data as directed.
"
newBusiness Analyst,Speed Medical,"£30,000 - £40,000 a year",Chorley PR7 7NA,"
At least 5 years’ experience as a data analyst for a large commercial organisation.
In depth data analysis and presentation to senior management.
"
newBusiness Analyst,Myles Roberts,£400 - £450 a day,Greater Manchester,"
You will also be responsible for critically evaluating information gathered from multiple sources, reconcile conflicts, decompose high-level information into…
"
newBI Data Developer,Manchester Metropolitan University,"£43,434 - £50,296 a year",Manchester•Remote,"
Assist in developing standards for data warehouse, data ingestion, data access layers and BI solutions.
The Lead BI Data Developer will be responsible for…
"
newBI SQL Developer,"Wrightington, Wigan and Leigh Teaching Hospitals...","£32,306 - £39,027 a year",Wigan WN1 1XX,"
Qlik or azure data factory would be an advantage.
Knowledge of health informatics and NHS data structures is desirable.
"
