title,company,salary,location,summary
Data Quality & Compliance Analyst,YPO,"£34,728 - £37,890 a year",Wakefield WF2 0XE•Temporarily Remote,"
Developing and implementing data audits and analysing data on a regular basis to ensure data standards are being adhered to.
Job Types: Full-time, Permanent.
"
newInsight and analysis manager,Social Work England,"£47,273 - £49,239 a year",Sheffield•Temporarily Remote,"
Develop understanding at all levels across the organisation of how data and analysis can help us to achieve our goals.
Job Types: Full-time, Permanent.
"
Data Analyst – Modeller,BJSS,,Sheffield,"
Thinking holistically and treating data as a business service.
Designing BI as centre of excellence for business data.
Preferably with Pandas or SQL.
"
F&A Business Analyst,Sopra Steria,"£23,000 a year",Wakefield WF3,"
Are you a business analyst looking for a new challenge and keen to join a brand-new team?
Be and expert in Information resources, understanding how systems,…
"
newSenior Pricing Analyst - Full Remote Working,Sellick Partnership,"£40,000 - £60,000 a year",England•Remote,"
For information on how your personal details may be used by Sellick Partnership, please review our data processing notice which can be found in the footer on…
"
Business Analyst - Software / Agile,Searchability,"£70,000 a year",Sheffield,"
Duties will include (but are not limited to) all aspects of business analysis including requirements gathering, stakeholder management, documentation through…
"
Data Analyst - West Yorkshire - Python / SQL / MSBI Stack,Interface Recruitment,,Huddersfield,"
Manage & enhance the data models used in the customer lead generation process.
Establish a full & incremental load process for the lead generation activity to…
"
IT Support Analyst,Simpson Judge,,Wakefield•Remote,"
PowerPoint, Excel (advanced skills) and diagramming tools for data analytics.
IT Support – Security and Compliance experience preferred!
"
Senior Analyst,BRUIN Financial,,Sheffield,"
Have experience in financial services data analysis and/or application development; AML Compliance specific experience preferred.
In this role, you will:
"
Senior BI Analyst,Metrica Recruitment,"£60,000 - £70,000 a year",England,"
SQL experience of querying data and building data pipelines.
Their Data Science and Analytics team is a core component of their business model and key…
"
newPower BI Developer,Care of ChilliFrog Recruitment Company,£350 - £400 a day,Sheffield•Remote,"
The post holder will play a key role in contributing towards the analysis, development, maintainence and evolution of the business intelligence strategies and…
"
BI Developer - MS BI stack - Remote-working,Care of ChilliFrog Recruitment Company,£300 - £400 a day,Sheffield•Remote,"
Ensure all required data is available in the data repository and to manage the specification and coordinate the development if not.
Reference ID: P/DPH/BID/93.
"
CRO Analyst,Buy It Direct,"£35,000 a year",Huddersfield HD2 1UA,"
Experience of using data studio, google sheets and other data curating platforms.
An exciting opportunity for a deeply inquisitive minded individual, curious…
"
Test Analyst (Business Process Testing),Momentum Security Recruitment,"£25,000 - £27,000 a year",Barnsley+1 location•Remote,"
Understanding of data creation and manipulation for testing.
Generate the necessary test data for different stages of testing.
Salary: £25k - £27k*.
"
RV Risk Analyst,"Toyota Financial Services, KINTO and KINTO JOIN",,Heath,"
Prepare data for the quarterly Residual Value Committee’s.
Ability to manipulate data and create reports for Senior Management.
Microsoft Excel to a high level.
"
BI Developer,Computershare,,West Yorkshire•Remote,"
Experience and knowledge of data management processes as well as the development of front-end reporting and analytics solutions is a must for us.
"
BI Lead Developer,Computershare,,West Yorkshire•Temporarily Remote,"
Skipton, Edinburgh, Bristol (open to remote).
We give you a world of potential.
We are currently recruiting for BI Lead Developer to join our growing team that…
"
Residential / Buy to Let - Lead Analyst,Robert Walters,,West Yorkshire,"
Ability to write complex macros, data extraction queries, producing structured analysis of data-sets and performing statistical analyses and tests against this…
"
BI Developer,Elevation Recruitment,,Doncaster,"
Experience designing and developing data models, star schemas, dimension and fact tables, change data capture and slowly changing dimensions.
"
BI Consultant,Nigel Frank International Limited,"£45,000 - £55,000 a year",Sheffield,"
Developing proof of concepts and agreeing on the best solution for the business.
Implementing and developing green field solutions.
"
F&A Business Analyst,Sopra Steria,"£23,000 a year",Wakefield WF3,"
Be and expert in Information resources, understanding how systems, data flows and processes interact in areas of functional expertise extending to end to end.
"
Business Analyst - Software / Agile,Searchability,"£70,000 a year",Sheffield,"
Duties will include (but are not limited to) all aspects of business analysis including requirements gathering, stakeholder management, documentation through…
"
Data Analyst - West Yorkshire - Python / SQL / MSBI Stack,Interface Recruitment,,Huddersfield,"
Manage & enhance the data models used in the customer lead generation process.
Establish a full & incremental load process for the lead generation activity to…
"
IT Support Analyst,Simpson Judge,,Wakefield•Remote,"
PowerPoint, Excel (advanced skills) and diagramming tools for data analytics.
IT Support – Security and Compliance experience preferred!
"
Senior Analyst,BRUIN Financial,,Sheffield,"
Have experience in financial services data analysis and/or application development; AML Compliance specific experience preferred.
"
newPower BI Developer,Care of ChilliFrog Recruitment Company,£350 - £400 a day,Sheffield•Remote,"
The post holder will play a key role in contributing towards the analysis, development, maintainence and evolution of the business intelligence strategies and…
"
BI Developer - MS BI stack - Remote-working,Care of ChilliFrog Recruitment Company,£300 - £400 a day,Sheffield•Remote,"
Ensure all required data is available in the data repository and to manage the specification and coordinate the development if not.
"
CRO Analyst,Buy It Direct,"£35,000 a year",Huddersfield HD2 1UA,"
Experience of using data studio, google sheets and other data curating platforms.
Working knowledge of excel formulas and pivot tables to generate data views.
"
Test Analyst (Business Process Testing),Momentum Security Recruitment,"£25,000 - £27,000 a year",Barnsley+1 location•Remote,"
Understanding of data creation and manipulation for testing.
Generate the necessary test data for different stages of testing.
Job Types: Full-time, Permanent.
"
RV Risk Analyst,"Toyota Financial Services, KINTO and KINTO JOIN",,Heath,"
Prepare data for the quarterly Residual Value Committee’s.
Ability to manipulate data and create reports for Senior Management.
Microsoft Excel to a high level.
"
BI Developer,Computershare,,West Yorkshire•Remote,"
Experience and knowledge of data management processes as well as the development of front-end reporting and analytics solutions is a must for us.
"
BI Lead Developer,Computershare,,West Yorkshire•Temporarily Remote,"
As part of the BI team in CLS (Computershare Loan Services) you will be working on projects across the business to provide bespoke solutions on all things BI.
"
Residential / Buy to Let - Lead Analyst,Robert Walters,,West Yorkshire,"
Ability to write complex macros, data extraction queries, producing structured analysis of data-sets and performing statistical analyses and tests against this…
"
BI Developer,Elevation Recruitment,,Doncaster,"
Experience designing and developing data models, star schemas, dimension and fact tables, change data capture and slowly changing dimensions.
"
BI Consultant,Nigel Frank International Limited,"£45,000 - £55,000 a year",Sheffield,"
Developing proof of concepts and agreeing on the best solution for the business.
Implementing and developing green field solutions.
"
F&A Business Analyst,Sopra Steria,"£23,000 a year",Wakefield WF3,"
Be and expert in Information resources, understanding how systems, data flows and processes interact in areas of functional expertise extending to end to end.
"
Business Analyst - Software / Agile,Searchability,"£70,000 a year",Sheffield,"
Duties will include (but are not limited to) all aspects of business analysis including requirements gathering, stakeholder management, documentation through…
"
Data Analyst - West Yorkshire - Python / SQL / MSBI Stack,Interface Recruitment,,Huddersfield,"
Manage & enhance the data models used in the customer lead generation process.
Establish a full & incremental load process for the lead generation activity to…
"
IT Support Analyst,Simpson Judge,,Wakefield•Remote,"
PowerPoint, Excel (advanced skills) and diagramming tools for data analytics.
IT Support – Security and Compliance experience preferred!
"
Senior Analyst,BRUIN Financial,,Sheffield,"
Have experience in financial services data analysis and/or application development; AML Compliance specific experience preferred.
"
newPower BI Developer,Care of ChilliFrog Recruitment Company,£350 - £400 a day,Sheffield•Remote,"
The post holder will play a key role in contributing towards the analysis, development, maintainence and evolution of the business intelligence strategies and…
"
BI Developer - MS BI stack - Remote-working,Care of ChilliFrog Recruitment Company,£300 - £400 a day,Sheffield•Remote,"
Ensure all required data is available in the data repository and to manage the specification and coordinate the development if not.
"
CRO Analyst,Buy It Direct,"£35,000 a year",Huddersfield HD2 1UA,"
Experience of using data studio, google sheets and other data curating platforms.
Working knowledge of excel formulas and pivot tables to generate data views.
"
Test Analyst (Business Process Testing),Momentum Security Recruitment,"£25,000 - £27,000 a year",Barnsley+1 location•Remote,"
Understanding of data creation and manipulation for testing.
Generate the necessary test data for different stages of testing.
Job Types: Full-time, Permanent.
"
RV Risk Analyst,"Toyota Financial Services, KINTO and KINTO JOIN",,Heath,"
Prepare data for the quarterly Residual Value Committee’s.
Ability to manipulate data and create reports for Senior Management.
Microsoft Excel to a high level.
"
BI Developer,Computershare,,West Yorkshire•Remote,"
Experience and knowledge of data management processes as well as the development of front-end reporting and analytics solutions is a must for us.
"
BI Lead Developer,Computershare,,West Yorkshire•Temporarily Remote,"
As part of the BI team in CLS (Computershare Loan Services) you will be working on projects across the business to provide bespoke solutions on all things BI.
"
Residential / Buy to Let - Lead Analyst,Robert Walters,,West Yorkshire,"
Ability to write complex macros, data extraction queries, producing structured analysis of data-sets and performing statistical analyses and tests against this…
"
BI Developer,Elevation Recruitment,,Doncaster,"
Experience designing and developing data models, star schemas, dimension and fact tables, change data capture and slowly changing dimensions.
"
BI Consultant,Nigel Frank International Limited,"£45,000 - £55,000 a year",Sheffield,"
Developing proof of concepts and agreeing on the best solution for the business.
Implementing and developing green field solutions.
"
F&A Business Analyst,Sopra Steria,"£23,000 a year",Wakefield WF3,"
Be and expert in Information resources, understanding how systems, data flows and processes interact in areas of functional expertise extending to end to end.
"
Business Analyst - Software / Agile,Searchability,"£70,000 a year",Sheffield,"
Duties will include (but are not limited to) all aspects of business analysis including requirements gathering, stakeholder management, documentation through…
"
Data Analyst - West Yorkshire - Python / SQL / MSBI Stack,Interface Recruitment,,Huddersfield,"
Manage & enhance the data models used in the customer lead generation process.
Establish a full & incremental load process for the lead generation activity to…
"
IT Support Analyst,Simpson Judge,,Wakefield•Remote,"
PowerPoint, Excel (advanced skills) and diagramming tools for data analytics.
IT Support – Security and Compliance experience preferred!
"
Senior Analyst,BRUIN Financial,,Sheffield,"
Have experience in financial services data analysis and/or application development; AML Compliance specific experience preferred.
"
newPower BI Developer,Care of ChilliFrog Recruitment Company,£350 - £400 a day,Sheffield•Remote,"
The post holder will play a key role in contributing towards the analysis, development, maintainence and evolution of the business intelligence strategies and…
"
BI Developer - MS BI stack - Remote-working,Care of ChilliFrog Recruitment Company,£300 - £400 a day,Sheffield•Remote,"
Ensure all required data is available in the data repository and to manage the specification and coordinate the development if not.
"
CRO Analyst,Buy It Direct,"£35,000 a year",Huddersfield HD2 1UA,"
Experience of using data studio, google sheets and other data curating platforms.
Working knowledge of excel formulas and pivot tables to generate data views.
"
Test Analyst (Business Process Testing),Momentum Security Recruitment,"£25,000 - £27,000 a year",Barnsley+1 location•Remote,"
Understanding of data creation and manipulation for testing.
Generate the necessary test data for different stages of testing.
Job Types: Full-time, Permanent.
"
RV Risk Analyst,"Toyota Financial Services, KINTO and KINTO JOIN",,Heath,"
Prepare data for the quarterly Residual Value Committee’s.
Ability to manipulate data and create reports for Senior Management.
Microsoft Excel to a high level.
"
BI Developer,Computershare,,West Yorkshire•Remote,"
Experience and knowledge of data management processes as well as the development of front-end reporting and analytics solutions is a must for us.
"
BI Lead Developer,Computershare,,West Yorkshire•Temporarily Remote,"
As part of the BI team in CLS (Computershare Loan Services) you will be working on projects across the business to provide bespoke solutions on all things BI.
"
Residential / Buy to Let - Lead Analyst,Robert Walters,,West Yorkshire,"
Ability to write complex macros, data extraction queries, producing structured analysis of data-sets and performing statistical analyses and tests against this…
"
BI Developer,Elevation Recruitment,,Doncaster,"
Experience designing and developing data models, star schemas, dimension and fact tables, change data capture and slowly changing dimensions.
"
BI Consultant,Nigel Frank International Limited,"£45,000 - £55,000 a year",Sheffield,"
Developing proof of concepts and agreeing on the best solution for the business.
Implementing and developing green field solutions.
"
F&A Business Analyst,Sopra Steria,"£23,000 a year",Wakefield WF3,"
Be and expert in Information resources, understanding how systems, data flows and processes interact in areas of functional expertise extending to end to end.
"
Business Analyst - Software / Agile,Searchability,"£70,000 a year",Sheffield,"
Duties will include (but are not limited to) all aspects of business analysis including requirements gathering, stakeholder management, documentation through…
"
Data Analyst - West Yorkshire - Python / SQL / MSBI Stack,Interface Recruitment,,Huddersfield,"
Manage & enhance the data models used in the customer lead generation process.
Establish a full & incremental load process for the lead generation activity to…
"
IT Support Analyst,Simpson Judge,,Wakefield•Remote,"
PowerPoint, Excel (advanced skills) and diagramming tools for data analytics.
IT Support – Security and Compliance experience preferred!
"
Senior Analyst,BRUIN Financial,,Sheffield,"
Have experience in financial services data analysis and/or application development; AML Compliance specific experience preferred.
"
newPower BI Developer,Care of ChilliFrog Recruitment Company,£350 - £400 a day,Sheffield•Remote,"
The post holder will play a key role in contributing towards the analysis, development, maintainence and evolution of the business intelligence strategies and…
"
BI Developer - MS BI stack - Remote-working,Care of ChilliFrog Recruitment Company,£300 - £400 a day,Sheffield•Remote,"
Ensure all required data is available in the data repository and to manage the specification and coordinate the development if not.
"
CRO Analyst,Buy It Direct,"£35,000 a year",Huddersfield HD2 1UA,"
Experience of using data studio, google sheets and other data curating platforms.
Working knowledge of excel formulas and pivot tables to generate data views.
"
Test Analyst (Business Process Testing),Momentum Security Recruitment,"£25,000 - £27,000 a year",Barnsley+1 location•Remote,"
Understanding of data creation and manipulation for testing.
Generate the necessary test data for different stages of testing.
Job Types: Full-time, Permanent.
"
RV Risk Analyst,"Toyota Financial Services, KINTO and KINTO JOIN",,Heath,"
Prepare data for the quarterly Residual Value Committee’s.
Ability to manipulate data and create reports for Senior Management.
Microsoft Excel to a high level.
"
BI Developer,Computershare,,West Yorkshire•Remote,"
Experience and knowledge of data management processes as well as the development of front-end reporting and analytics solutions is a must for us.
"
BI Lead Developer,Computershare,,West Yorkshire•Temporarily Remote,"
As part of the BI team in CLS (Computershare Loan Services) you will be working on projects across the business to provide bespoke solutions on all things BI.
"
Residential / Buy to Let - Lead Analyst,Robert Walters,,West Yorkshire,"
Ability to write complex macros, data extraction queries, producing structured analysis of data-sets and performing statistical analyses and tests against this…
"
BI Developer,Elevation Recruitment,,Doncaster,"
Experience designing and developing data models, star schemas, dimension and fact tables, change data capture and slowly changing dimensions.
"
BI Consultant,Nigel Frank International Limited,"£45,000 - £55,000 a year",Sheffield,"
Developing proof of concepts and agreeing on the best solution for the business.
Implementing and developing green field solutions.
"
F&A Business Analyst,Sopra Steria,"£23,000 a year",Wakefield WF3,"
Be and expert in Information resources, understanding how systems, data flows and processes interact in areas of functional expertise extending to end to end.
"
Business Analyst - Software / Agile,Searchability,"£70,000 a year",Sheffield,"
Duties will include (but are not limited to) all aspects of business analysis including requirements gathering, stakeholder management, documentation through…
"
Data Analyst - West Yorkshire - Python / SQL / MSBI Stack,Interface Recruitment,,Huddersfield,"
Manage & enhance the data models used in the customer lead generation process.
Establish a full & incremental load process for the lead generation activity to…
"
IT Support Analyst,Simpson Judge,,Wakefield•Remote,"
PowerPoint, Excel (advanced skills) and diagramming tools for data analytics.
IT Support – Security and Compliance experience preferred!
"
Senior Analyst,BRUIN Financial,,Sheffield,"
Have experience in financial services data analysis and/or application development; AML Compliance specific experience preferred.
"
newPower BI Developer,Care of ChilliFrog Recruitment Company,£350 - £400 a day,Sheffield•Remote,"
The post holder will play a key role in contributing towards the analysis, development, maintainence and evolution of the business intelligence strategies and…
"
BI Developer - MS BI stack - Remote-working,Care of ChilliFrog Recruitment Company,£300 - £400 a day,Sheffield•Remote,"
Ensure all required data is available in the data repository and to manage the specification and coordinate the development if not.
"
CRO Analyst,Buy It Direct,"£35,000 a year",Huddersfield HD2 1UA,"
Experience of using data studio, google sheets and other data curating platforms.
Working knowledge of excel formulas and pivot tables to generate data views.
"
Test Analyst (Business Process Testing),Momentum Security Recruitment,"£25,000 - £27,000 a year",Barnsley+1 location•Remote,"
Understanding of data creation and manipulation for testing.
Generate the necessary test data for different stages of testing.
Job Types: Full-time, Permanent.
"
RV Risk Analyst,"Toyota Financial Services, KINTO and KINTO JOIN",,Heath,"
Prepare data for the quarterly Residual Value Committee’s.
Ability to manipulate data and create reports for Senior Management.
Microsoft Excel to a high level.
"
BI Developer,Computershare,,West Yorkshire•Remote,"
Experience and knowledge of data management processes as well as the development of front-end reporting and analytics solutions is a must for us.
"
BI Lead Developer,Computershare,,West Yorkshire•Temporarily Remote,"
As part of the BI team in CLS (Computershare Loan Services) you will be working on projects across the business to provide bespoke solutions on all things BI.
"
Residential / Buy to Let - Lead Analyst,Robert Walters,,West Yorkshire,"
Ability to write complex macros, data extraction queries, producing structured analysis of data-sets and performing statistical analyses and tests against this…
"
Business Analyst,Edinburgh Woollen Mill,,Wakefield,"
To document existing and new systems showing details of processes, decision points, information and data flow and any connections to other systems including…
"
BI Consultant,Nigel Frank International Limited,"£45,000 - £55,000 a year",Sheffield,"
Developing proof of concepts and agreeing on the best solution for the business.
Implementing and developing green field solutions.
"
F&A Business Analyst,Sopra Steria,"£23,000 a year",Wakefield WF3,"
Be and expert in Information resources, understanding how systems, data flows and processes interact in areas of functional expertise extending to end to end.
"
Business Analyst - Software / Agile,Searchability,"£70,000 a year",Sheffield,"
Duties will include (but are not limited to) all aspects of business analysis including requirements gathering, stakeholder management, documentation through…
"
Data Analyst - West Yorkshire - Python / SQL / MSBI Stack,Interface Recruitment,,Huddersfield,"
Manage & enhance the data models used in the customer lead generation process.
Establish a full & incremental load process for the lead generation activity to…
"
IT Support Analyst,Simpson Judge,,Wakefield•Remote,"
PowerPoint, Excel (advanced skills) and diagramming tools for data analytics.
IT Support – Security and Compliance experience preferred!
"
Senior Analyst,BRUIN Financial,,Sheffield,"
Have experience in financial services data analysis and/or application development; AML Compliance specific experience preferred.
"
newPower BI Developer,Care of ChilliFrog Recruitment Company,£350 - £400 a day,Sheffield•Remote,"
The post holder will play a key role in contributing towards the analysis, development, maintainence and evolution of the business intelligence strategies and…
"
BI Developer - MS BI stack - Remote-working,Care of ChilliFrog Recruitment Company,£300 - £400 a day,Sheffield•Remote,"
Ensure all required data is available in the data repository and to manage the specification and coordinate the development if not.
"
CRO Analyst,Buy It Direct,"£35,000 a year",Huddersfield HD2 1UA,"
Experience of using data studio, google sheets and other data curating platforms.
Working knowledge of excel formulas and pivot tables to generate data views.
"
Test Analyst (Business Process Testing),Momentum Security Recruitment,"£25,000 - £27,000 a year",Barnsley+1 location•Remote,"
Understanding of data creation and manipulation for testing.
Generate the necessary test data for different stages of testing.
Job Types: Full-time, Permanent.
"
RV Risk Analyst,"Toyota Financial Services, KINTO and KINTO JOIN",,Heath,"
Prepare data for the quarterly Residual Value Committee’s.
Ability to manipulate data and create reports for Senior Management.
Microsoft Excel to a high level.
"
BI Developer,Computershare,,West Yorkshire•Remote,"
Experience and knowledge of data management processes as well as the development of front-end reporting and analytics solutions is a must for us.
"
BI Lead Developer,Computershare,,West Yorkshire•Temporarily Remote,"
As part of the BI team in CLS (Computershare Loan Services) you will be working on projects across the business to provide bespoke solutions on all things BI.
"
Residential / Buy to Let - Lead Analyst,Robert Walters,,West Yorkshire,"
Ability to write complex macros, data extraction queries, producing structured analysis of data-sets and performing statistical analyses and tests against this…
"
BI Consultant,Nigel Frank International Limited,"£45,000 - £55,000 a year",Sheffield,"
Developing proof of concepts and agreeing on the best solution for the business.
Implementing and developing green field solutions.
"
F&A Business Analyst,Sopra Steria,"£23,000 a year",Wakefield WF3,"
Be and expert in Information resources, understanding how systems, data flows and processes interact in areas of functional expertise extending to end to end.
"
Business Analyst - Software / Agile,Searchability,"£70,000 a year",Sheffield,"
Duties will include (but are not limited to) all aspects of business analysis including requirements gathering, stakeholder management, documentation through…
"
Data Analyst - West Yorkshire - Python / SQL / MSBI Stack,Interface Recruitment,,Huddersfield,"
Manage & enhance the data models used in the customer lead generation process.
Establish a full & incremental load process for the lead generation activity to…
"
IT Support Analyst,Simpson Judge,,Wakefield•Remote,"
PowerPoint, Excel (advanced skills) and diagramming tools for data analytics.
IT Support – Security and Compliance experience preferred!
"
Senior Analyst,BRUIN Financial,,Sheffield,"
Have experience in financial services data analysis and/or application development; AML Compliance specific experience preferred.
"
newPower BI Developer,Care of ChilliFrog Recruitment Company,£350 - £400 a day,Sheffield•Remote,"
The post holder will play a key role in contributing towards the analysis, development, maintainence and evolution of the business intelligence strategies and…
"
BI Developer (SQL),Robert Half,"£32,000 - £40,000 a year",England•Remote,"
Assist in maintaining the data warehouse.
Assist in maintaining data mapping protocols and structure.
Take responsibility for the loading of data via Azure Data…
"
BI Developer - MS BI stack - Remote-working,Care of ChilliFrog Recruitment Company,£300 - £400 a day,Sheffield•Remote,"
Ensure all required data is available in the data repository and to manage the specification and coordinate the development if not.
"
CRO Analyst,Buy It Direct,"£35,000 a year",Huddersfield HD2 1UA,"
Experience of using data studio, google sheets and other data curating platforms.
Working knowledge of excel formulas and pivot tables to generate data views.
"
Test Analyst (Business Process Testing),Momentum Security Recruitment,"£25,000 - £27,000 a year",Barnsley+1 location•Remote,"
Understanding of data creation and manipulation for testing.
Generate the necessary test data for different stages of testing.
Job Types: Full-time, Permanent.
"
RV Risk Analyst,"Toyota Financial Services, KINTO and KINTO JOIN",,Heath,"
Prepare data for the quarterly Residual Value Committee’s.
Ability to manipulate data and create reports for Senior Management.
Microsoft Excel to a high level.
"
BI Developer,Computershare,,West Yorkshire•Remote,"
Experience and knowledge of data management processes as well as the development of front-end reporting and analytics solutions is a must for us.
"
BI Lead Developer,Computershare,,West Yorkshire•Temporarily Remote,"
As part of the BI team in CLS (Computershare Loan Services) you will be working on projects across the business to provide bespoke solutions on all things BI.
"
Residential / Buy to Let - Lead Analyst,Robert Walters,,West Yorkshire,"
Ability to write complex macros, data extraction queries, producing structured analysis of data-sets and performing statistical analyses and tests against this…
"
BI Developer,Elevation Recruitment,,Doncaster,"
Experience designing and developing data models, star schemas, dimension and fact tables, change data capture and slowly changing dimensions.
"
BI Consultant,Nigel Frank International Limited,"£45,000 - £55,000 a year",Sheffield,"
Developing proof of concepts and agreeing on the best solution for the business.
Implementing and developing green field solutions.
"
F&A Business Analyst,Sopra Steria,"£23,000 a year",Wakefield WF3,"
Be and expert in Information resources, understanding how systems, data flows and processes interact in areas of functional expertise extending to end to end.
"
Business Analyst - Software / Agile,Searchability,"£70,000 a year",Sheffield,"
Duties will include (but are not limited to) all aspects of business analysis including requirements gathering, stakeholder management, documentation through…
"
Data Analyst - West Yorkshire - Python / SQL / MSBI Stack,Interface Recruitment,,Huddersfield,"
Manage & enhance the data models used in the customer lead generation process.
Establish a full & incremental load process for the lead generation activity to…
"
IT Support Analyst,Simpson Judge,,Wakefield•Remote,"
PowerPoint, Excel (advanced skills) and diagramming tools for data analytics.
IT Support – Security and Compliance experience preferred!
"
Senior Analyst,BRUIN Financial,,Sheffield,"
Have experience in financial services data analysis and/or application development; AML Compliance specific experience preferred.
"
newPower BI Developer,Care of ChilliFrog Recruitment Company,£350 - £400 a day,Sheffield•Remote,"
The post holder will play a key role in contributing towards the analysis, development, maintainence and evolution of the business intelligence strategies and…
"
BI Developer - MS BI stack - Remote-working,Care of ChilliFrog Recruitment Company,£300 - £400 a day,Sheffield•Remote,"
Ensure all required data is available in the data repository and to manage the specification and coordinate the development if not.
"
CRO Analyst,Buy It Direct,"£35,000 a year",Huddersfield HD2 1UA,"
Experience of using data studio, google sheets and other data curating platforms.
Working knowledge of excel formulas and pivot tables to generate data views.
"
Test Analyst (Business Process Testing),Momentum Security Recruitment,"£25,000 - £27,000 a year",Barnsley+1 location•Remote,"
Understanding of data creation and manipulation for testing.
Generate the necessary test data for different stages of testing.
Job Types: Full-time, Permanent.
"
RV Risk Analyst,"Toyota Financial Services, KINTO and KINTO JOIN",,Heath,"
Prepare data for the quarterly Residual Value Committee’s.
Ability to manipulate data and create reports for Senior Management.
Microsoft Excel to a high level.
"
BI Developer,Computershare,,West Yorkshire•Remote,"
Experience and knowledge of data management processes as well as the development of front-end reporting and analytics solutions is a must for us.
"
BI Lead Developer,Computershare,,West Yorkshire•Temporarily Remote,"
As part of the BI team in CLS (Computershare Loan Services) you will be working on projects across the business to provide bespoke solutions on all things BI.
"
Residential / Buy to Let - Lead Analyst,Robert Walters,,West Yorkshire,"
Ability to write complex macros, data extraction queries, producing structured analysis of data-sets and performing statistical analyses and tests against this…
"
BI Developer,Elevation Recruitment,,Doncaster,"
Experience designing and developing data models, star schemas, dimension and fact tables, change data capture and slowly changing dimensions.
"
BI Consultant,Nigel Frank International Limited,"£45,000 - £55,000 a year",Sheffield,"
Developing proof of concepts and agreeing on the best solution for the business.
Implementing and developing green field solutions.
"
F&A Business Analyst,Sopra Steria,"£23,000 a year",Wakefield WF3,"
Be and expert in Information resources, understanding how systems, data flows and processes interact in areas of functional expertise extending to end to end.
"
Business Analyst - Software / Agile,Searchability,"£70,000 a year",Sheffield,"
Duties will include (but are not limited to) all aspects of business analysis including requirements gathering, stakeholder management, documentation through…
"
Data Analyst - West Yorkshire - Python / SQL / MSBI Stack,Interface Recruitment,,Huddersfield,"
Manage & enhance the data models used in the customer lead generation process.
Establish a full & incremental load process for the lead generation activity to…
"
IT Support Analyst,Simpson Judge,,Wakefield•Remote,"
PowerPoint, Excel (advanced skills) and diagramming tools for data analytics.
IT Support – Security and Compliance experience preferred!
"
Senior Analyst,BRUIN Financial,,Sheffield,"
Have experience in financial services data analysis and/or application development; AML Compliance specific experience preferred.
"
newPower BI Developer,Care of ChilliFrog Recruitment Company,£350 - £400 a day,Sheffield•Remote,"
The post holder will play a key role in contributing towards the analysis, development, maintainence and evolution of the business intelligence strategies and…
"
BI Developer - MS BI stack - Remote-working,Care of ChilliFrog Recruitment Company,£300 - £400 a day,Sheffield•Remote,"
Ensure all required data is available in the data repository and to manage the specification and coordinate the development if not.
"
CRO Analyst,Buy It Direct,"£35,000 a year",Huddersfield HD2 1UA,"
Experience of using data studio, google sheets and other data curating platforms.
Working knowledge of excel formulas and pivot tables to generate data views.
"
Test Analyst (Business Process Testing),Momentum Security Recruitment,"£25,000 - £27,000 a year",Barnsley+1 location•Remote,"
Understanding of data creation and manipulation for testing.
Generate the necessary test data for different stages of testing.
Job Types: Full-time, Permanent.
"
